Name,Difficulty_x,Edge_Count,CNN_Score,Time_Minutes,Image_File,Creator,Image,Description,Difficulty_y,Time,Paper Shape,Sheets,Image_GitHub,time_minutes,Difficulty_Numeric,Predicted_Complexity,PCA1,PCA2,Keyword_Score
Shark,2,1353,0.020161563648897,12,DSC02278-export-900x900.jpg,Anita Barbour,https://origami-database.com/wp-content/uploads/DSC02278-export-900x900.jpg,Shark model with open mouth.,moderate,12 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02278-export-900x900.jpg,12,2,1.5312839,-0.050872173,0.049462967,0.37510905
Turtle,2,1801,0.0280227122587316,6,DSC02268-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02268-export.jpg,Abstract turtle model.,moderate,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02268-export.jpg,6,2,1.8307412,-0.06650357,0.08559963,0.4258708
Dolphin,1,1203,0.0214631383559283,7,DSC02265-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02265-export-900x900.jpg,Simple asymmetric dolphin model.,easy,7 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02265-export-900x900.jpg,7,1,1.0366731,-0.08642571,0.08883461,0.45607778
Whale,1,1357,0.0305600514131433,4,DSC02264-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02264-export-scaled.jpg,"Simple, abstract long whale model.",easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02264-export-scaled.jpg,4,1,1.2197181,-0.10426992,0.056518406,0.47375613
Gorilla,2,3399,0.0708770751953125,11,DSC02275-export.jpg,Joseph Wu,https://origami-database.com/wp-content/uploads/DSC02275-export.jpg,Ape model with distinctive pose.,moderate,11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02275-export.jpg,11,2,2.345108,-0.20399165,-0.14287855,0.8875742
Archaeopteryx,2,2295,0.0423857385971966,13,DSC02253-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02253-export-900x900.jpg,Bird-like dinosaur model with open beak and pronounced eye.,moderate,13 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02253-export-900x900.jpg,13,2,2.0254698,-0.2885771,0.10258176,0.45827034
Elephant,2,2507,0.0477905273437499,8,DSC02277-export.jpg,Joseph Wu,https://origami-database.com/wp-content/uploads/DSC02277-export.jpg,Abstract elephant model without thusks.,moderate,8 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02277-export.jpg,8,2,1.8834661,-0.009621199,-0.005658452,0.6464547
Mr.Poo,1,2562,0.0317223941578584,9,DSC02242-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02242-export-900x900.jpg,Stylized pile of feces with eyes and mouth.,easy,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02242-export-900x900.jpg,9,1,0.9027059,0.0336601,0.087524265,0.40815476
Bison,2,2159,0.0576046214384191,10,DSC02274-export.jpg,Joseph Wu,https://origami-database.com/wp-content/uploads/DSC02274-export.jpg,Bovine model with forward-leaning pose.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02274-export.jpg,10,2,1.6827582,-0.07247561,-0.15580614,0.92082196
Anglerfish,2,1972,0.0520526661592371,26,DSC02287-export-900x900.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC02287-export-900x900.jpg,Anglerfish model with large mouth that can be animated.,moderate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02287-export-900x900.jpg,26,2,1.813457,-0.10015394,0.017454078,0.43523702
Bellsprout,3,2862,0.0547265804515165,27,DSC02290-export-900x900.jpg,KM,https://origami-database.com/wp-content/uploads/DSC02290-export-900x900.jpg,Plant Pokémon with reverse colored leaves and lips.,intermediate,27 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02290-export-900x900.jpg,27,3,2.9556942,0.14949635,-0.12146918,0.57417107
Mount Fuji,1,1767,0.0240468283260569,12,DSC02436-export-scaled.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02436-export-scaled.jpg,Volcano with reverse-colored peak.,easy,12 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02436-export-scaled.jpg,12,1,0.82292604,0.10216566,0.15884562,0.4162915
Dragon,3,2140,0.0661635275448069,26,DSC02439-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02439-export-900x900.jpg,"Standing dragon with long, straight neck.",intermediate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02439-export-900x900.jpg,26,3,3.2113802,-0.13850757,-0.10426557,0.91090256
Cattle,2,1947,0.0473782528147978,32,DSC02450-export.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC02450-export.jpg,"Cow with distinctive head and reverse-colored head, tail and underside.",moderate,32 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02450-export.jpg,32,2,1.9676089,-0.02336806,-0.18353063,0.7458433
Vaporeon,2,2812,0.0428929407456341,40,DSC02447-export-900x900.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC02447-export-900x900.jpg,Pokémon model with long fish-like tail and reverse-colored fin around its neck.,moderate,40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02447-export-900x900.jpg,40,2,2.1053643,-0.14375134,-0.0985819,0.65940124
Jolteon,2,5361,0.0429808134191176,44,DSC02453-export.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC02453-export.jpg,Pokémon model with spikey tail and reverse-colored ruff.,moderate,44 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02453-export.jpg,44,2,2.2377715,-0.095845625,-0.048772395,0.5613196
Flareon,2,4335,0.0616874246036305,36,DSC02444-export-900x900.jpg,Aidan Johnathan,https://origami-database.com/wp-content/uploads/DSC02444-export-900x900.jpg,Quadrupedal Pokémon model with flaming tail and head.,moderate,36 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02444-export-900x900.jpg,36,2,1.9621338,-0.07438488,-0.04453202,0.6559702
Goose,3,1979,0.0266596895105698,36,DSC02433-export-900x900.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02433-export-900x900.jpg,Standing goose model with reverse-colored legs and beak.,intermediate,36 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02433-export-900x900.jpg,36,3,3.1135893,0.06811999,-0.31576028,0.7589018
Fox 2017,2,3220,0.0460135964786305,11,DSC02247-export.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02247-export.jpg,Abstract fox model with large tail.,moderate,11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02247-export.jpg,11,2,2.273326,0.027088715,-0.20724705,0.5567313
Frilled Lizard,3,2748,0.0383825324563419,40,DSC02281-export-900x900.jpg,Phạm Hoàng Tuấn,https://origami-database.com/wp-content/uploads/DSC02281-export-900x900.jpg,Standing lizard with large frill around its neck.,intermediate,40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02281-export-900x900.jpg,40,3,3.335666,-0.24151242,-0.034493387,0.46620888
Mole,2,2793,0.0335097189510569,9,DSC02250-export.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02250-export.jpg,Front end of a mole with three-digit claws.,moderate,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02250-export.jpg,9,2,1.9979196,-0.0710683,0.17482896,0.32337597
Mermaid,2,1613,0.022295747644761,25,DSC02254-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02254-export-900x900.jpg,"Flat abstract mermaid model with reverse-colored head, body and arms.",moderate,25 minutes,1:2 rectangle,Square,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02254-export-900x900.jpg,25,2,2.1544566,0.04055313,0.020689951,0.3965638
Chick,1,1508,0.0179861988740808,6,DSC02252-export.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02252-export.jpg,Stylized bird chick with wings.,easy,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02252-export.jpg,6,1,1.3351245,0.19366795,-0.32644108,1.0827141
Western Dragon,3,3569,0.0527663286994485,48,DSC02234-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC02234-export-scaled.jpg,Quadrupal dragon with curved tail and horned head.,intermediate,48 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02234-export-scaled.jpg,48,3,3.323823,-0.19373298,-0.13844408,1.1251711
Kiwi,2,1430,0.0368555585075827,20,DSC02251-export-scaled.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02251-export-scaled.jpg,Standing kiwi bird with reverse-colored beak and feet.,moderate,20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02251-export-scaled.jpg,20,2,1.7487042,0.054008882,-0.32364845,0.7472415
Wyvern,3,4074,0.0588239961511948,43,DSC02233-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC02233-export-3000x3000.jpg,Wyvern model with horned head.,intermediate,43 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02233-export-3000x3000.jpg,43,3,2.291964,-0.17143892,-0.090804316,0.42549905
Three-headed Dragon,3,3586,0.0706796264648437,95,DSC02236-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC02236-export-900x900.jpg,Three-headed bipedal dragon with horned heads and two claws.,intermediate,1 hour 35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02236-export-900x900.jpg,95,3,3.3277392,-0.21752355,-0.08759278,1.1328666
A Butterfly for Mr. Makoto Yamaguchi,2,2993,0.0256726971794577,22,DSC02231-export-900x900.jpg,Michael LaFosse,https://origami-database.com/wp-content/uploads/DSC02231-export-900x900.jpg,Butterfly with reverse-colored body and wing details.,moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02231-export-900x900.jpg,22,2,2.301803,0.16099401,-0.05614875,0.513402
Snapping turtle,3,3405,0.0451945764878216,110,DSC02216-export-900x900.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02216-export-900x900.jpg,3D turtle model with segmented shell and claws with five digits.,intermediate,1 hour 50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02216-export-900x900.jpg,110,3,3.3166823,-0.08672721,0.14827558,0.34354624
Ram,3,1968,0.0361200489717371,32,DSC02183-export.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC02183-export.jpg,Standing ram model with distinctive horns and beard.,intermediate,32 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02183-export.jpg,32,3,3.0616028,-0.10705168,-0.095491804,0.4507749
Sea Serpent,2,1645,0.0289359238568474,29,DSC02187-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC02187-export-3000x3000.jpg,Long-tailed serpent with wings and horned head.,moderate,29 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02187-export-3000x3000.jpg,29,2,2.332424,-0.24934465,-0.15494724,0.7928634
Boar,2,1818,0.0259270881204044,30,DSC02103-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC02103-export-3000x3000.jpg,"Model with distinctive body shape, tail, tusks and snout.",moderate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02103-export-3000x3000.jpg,30,2,2.3631043,-0.25441572,-0.2419815,0.9224105
Winged Sonobe (cube),2,3086,0.0324093089384191,23,DSC01808-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01808-export.jpg,Modular origami cube made from six sheets.,moderate,23 minutes,Square,6 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01808-export.jpg,23,2,2.6001606,0.38570997,0.3131288,0.2503883
Metapod,2,1589,0.0324591423483455,17,DSC02106-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02106-export-900x900.jpg,Cocooned insect from the Pokémon franchise.,moderate,17 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02106-export-900x900.jpg,17,2,1.9602119,0.011400297,-0.015788874,0.75897586
Eagle,2,1980,0.0474424474379595,10,DSC01989-export.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC01989-export.jpg,Abstract eagle model with distinctive beak.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01989-export.jpg,10,2,2.1609216,0.075921856,-0.17530455,0.8696454
Parasaurolophus,2,2505,0.062768590590533,27,DSC01988-export-scaled.jpg,Phạm Hoàng Tuấn,https://origami-database.com/wp-content/uploads/DSC01988-export-scaled.jpg,Quadruped dinosaur model with large body.,moderate,27 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01988-export-scaled.jpg,27,2,1.6561639,-0.44203356,0.33640844,0.6071998
American Turkey,4,4665,0.0650462251551011,105,DSC01986-export-3000x3000.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC01986-export-3000x3000.jpg,Bird model with reverse-colored elements and detailed tail feathers.,hard,1 hour 45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01986-export-3000x3000.jpg,105,4,3.4088564,0.110596284,-0.31439966,0.98292804
Chimera,3,3435,0.0585043155445772,75,DSC01980-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01980-export-900x900.jpg,"Winged mythological creature with the heads of a snake, lion and goat.",intermediate,1 hour 15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01980-export-900x900.jpg,75,3,3.206119,-0.12103088,-0.18642022,0.8997793
Dilophosaurus 1.8,4,4848,0.1037096270392922,195,DSC01899-export-900x900.jpg,Juanfran Carrillo,https://origami-database.com/wp-content/uploads/DSC01899-export-900x900.jpg,"Standing dinosaur model with open mouth, large reverse-colored neck frill and claws and feet with three digits.",hard,3 hours 15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01899-export-900x900.jpg,195,4,3.9985685,-0.41053522,0.2897713,0.5500066
Fortune teller,1,2439,0.0299508666992187,4,DSC01885-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01885-export.jpg,Model used in games to tell the player’s fortune by choosing colors or numbers written on the different flaps.,easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01885-export.jpg,4,1,0.8123065,0.2773027,0.048335634,0.24750778
Seated Lady,2,1796,0.0790707576976103,21,DSC01888-export-scaled.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC01888-export-scaled.jpg,Abstract figure of a person with hood sitting in a rocking chair.,moderate,21 minutes,1:1.5 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01888-export-scaled.jpg,21,2,2.4683802,0.12815402,0.07142163,0.57734746
Brachiosaurus,2,2431,0.0490457332835477,18,DSC01892-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01892-export-scaled.jpg,Quadruped dinosaur model with long neck and distinctive head shape.,moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01892-export-scaled.jpg,18,2,2.2607894,-0.46714038,0.3200682,0.7129067
Mountain & Volcano,1,1268,0.0276689955767463,6,DSC01883-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01883-export-900x900.jpg,Conical origami model that can be modified to represent a vulcano.,easy,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01883-export-900x900.jpg,6,1,1.5620399,0.0524762,0.34731615,0.33353028
Cracked dinosaur egg,1,1262,0.0221524586397058,5,DSC01884-export.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01884-export.jpg,Model of a cracked-open dinosaur egg.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01884-export.jpg,5,1,1.2804825,-0.15563263,0.29105827,0.4315038
Ward,3,2491,0.0295368688246783,33,DSC01889-export.jpg,Weesel,https://origami-database.com/wp-content/uploads/DSC01889-export.jpg,The default vision ward from the League of Legends video game.,intermediate,33 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01889-export.jpg,33,3,2.838171,0.2860981,-0.118845075,0.53709817
Gryposaurus,2,1380,0.0300601914349724,21,DSC01852-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01852-export-3000x3000.jpg,Standing dinosaur with distinctive nose.,moderate,21 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01852-export-3000x3000.jpg,21,2,1.6646006,-0.38609898,0.20048662,0.5995388
Iguandon,3,2297,0.0489791152056525,50,DSC01850-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01850-export-scaled.jpg,Bipedal dinosaur with spike-like thumbs and toes with three digits.,intermediate,50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01850-export-scaled.jpg,50,3,2.7885056,-0.37958547,0.25089243,0.47142416
Triceratops,4,2807,0.0438881548713235,59,DSC01846-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01846-export-3000x3000.jpg,Dinosaur model with crest and large horns on its head.,hard,59 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01846-export-3000x3000.jpg,59,4,3.5762832,-0.42444333,0.21830074,0.6084358
Prehistoric tree,1,1915,0.0386007151884191,5,DSC01845-export.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01845-export.jpg,Abstract tree with two branches.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01845-export.jpg,5,1,0.9776149,0.15782905,0.20185474,0.3226737
Hadrosaurus,3,2972,0.0551063268324908,52,DSC01840-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01840-export-scaled.jpg,Bipedal dinosaur with feet with three digits and sharp claws.,intermediate,52 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01840-export-scaled.jpg,52,3,2.9657786,-0.3702793,0.35509753,0.5403503
Tenontosaurus,3,1337,0.0172803631950827,24,DSC01835-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01835-export-3000x3000.jpg,"Dinosaur model with open mouth, standing on four legs.",intermediate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01835-export-3000x3000.jpg,24,3,2.8618705,-0.43504217,0.31448564,0.6193716
Struthiomimus,3,1396,0.0232045252182904,29,DSC01832-export2-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01832-export2-scaled.jpg,Bipedal dinosaur model with long neck and pointy head.,intermediate,29 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01832-export2-scaled.jpg,29,3,2.5493002,-0.44412863,0.15909001,0.5007647
Sphaerotholus,3,1299,0.0217479212143841,24,DSC01837-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01837-export-3000x3000.jpg,Bipedal dinosaur with domed head.,intermediate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01837-export-3000x3000.jpg,24,3,3.2203534,-0.34203303,0.2642911,0.5322713
Coelophysis,2,1313,0.0293961109834558,29,DSC01804-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01804-export-3000x3000.jpg,Spindly bipedal dinosaur model with very long neck and open mouth.,moderate,29 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01804-export-3000x3000.jpg,29,2,2.0534074,-0.44291985,0.21536797,0.56390244
Compsognathus,2,1714,0.0309099085190717,31,DSC01807-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01807-export-3000x3000.jpg,Dinosaur model with open mouth and long legs and neck.,moderate,31 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01807-export-3000x3000.jpg,31,2,2.77477,-0.45043144,0.26047963,0.5958557
Protoceratops,2,1378,0.0208457677504595,28,DSC01838-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01838-export-3000x3000.jpg,Four-legged dinosaur model with large neck frill.,moderate,28 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01838-export-3000x3000.jpg,28,2,1.8190312,-0.43604937,0.29307836,0.62189966
Snowman,3,2048,0.0406702378216911,50,DSC01810-export-900x900.jpg,Yoo Tae Yong,https://origami-database.com/wp-content/uploads/DSC01810-export-900x900.jpg,"Snowman with reverse-colored hat, eyes, nose, scarf and arms.",intermediate,50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01810-export-900x900.jpg,50,3,2.8573112,0.11768172,-0.1361631,0.7087858
Standing fan,1,3025,0.0404851038315716,3,DSC01795-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01795-export-900x900.jpg,"A simple, standing fan that can be folded from a napkin.",easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01795-export-900x900.jpg,3,1,0.8299711,0.35857043,0.06391457,0.28035673
Masu box,1,1742,0.0180513269761029,5,DSC01797-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01797-export.jpg,Simple square box with open top.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01797-export.jpg,5,1,0.99972343,0.52973104,0.17320281,0.33318567
Puffy star,1,2002,0.0111959120806525,3,DSC01798-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01798-export.jpg,3D star with five points.,easy,3 minutes,Other,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01798-export.jpg,3,1,0.9723834,0.2791204,0.07387928,0.26357302
Star box masu,1,2318,0.0234241261201746,14,DSC01799-export-900x900.jpg,Darren Scott,https://origami-database.com/wp-content/uploads/DSC01799-export-900x900.jpg,"Square box with a lid, with a star-shaped symbol.",easy,14 minutes,Square,2 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01799-export-900x900.jpg,14,1,1.1503109,0.50724787,0.10585743,0.30104405
Orb Weaver,4,3501,0.0390578864602481,100,DSC01789-export-900x900.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC01789-export-900x900.jpg,Eight-legged spider with spherical abdomen.,hard,1 hour 40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01789-export-900x900.jpg,100,4,3.8519416,0.0233959,0.064293556,0.58960736
Chunky Whale,2,2015,0.0339420273724724,16,DSC01776-export-900x900.jpg,Yoshihisa Kimura,https://origami-database.com/wp-content/uploads/DSC01776-export-900x900.jpg,Blocky origami whale model with reverse-colored ventral pleats.,moderate,16 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01776-export-900x900.jpg,16,2,1.8969029,-0.071505345,0.14448546,0.35847685
Seahorse,1,2006,0.0455868889303768,12,DSC01788-export-scaled.jpg,Gerwin Sturm,https://origami-database.com/wp-content/uploads/DSC01788-export-scaled.jpg,Seahorse model with segmented tail.,easy,12 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01788-export-scaled.jpg,12,1,1.6440043,-0.12683359,-0.09943165,0.42140216
Origami Austria Swan,1,1343,0.0375053675034466,4,DSC01780-export-3000x3000.jpg,Anna Kastlunger,https://origami-database.com/wp-content/uploads/DSC01780-export-3000x3000.jpg,Abstract bird model with reverse-colored head and wings.,easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01780-export-3000x3000.jpg,4,1,1.162608,0.193227,-0.14125426,0.965503
Ox,3,2574,0.041295596852022,31,DSC01772-export2-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01772-export2-scaled.jpg,Bovine model with reverse-colored horns.,intermediate,31 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01772-export2-scaled.jpg,31,3,2.6749506,-0.1304222,-0.18028323,0.7637839
Chinese Dragon,3,2002,0.0285913085937499,35,DSC01771-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01771-export-900x900.jpg,Long dragon model with open mouth and horned head.,intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01771-export-900x900.jpg,35,3,2.5626209,-0.19598797,-0.15447506,0.8578132
Rat,3,1297,0.0177836519129135,21,DSC01760-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01760-export-3000x3000.jpg,Standing rat model.,intermediate,21 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01760-export-3000x3000.jpg,21,3,3.0194628,-0.021376312,-0.086230494,0.9034156
Fox,1,1790,0.0337790096507353,4,DSC01782-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01782-export-scaled.jpg,Simple origami fox with reverse-colored breast.,easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01782-export-scaled.jpg,4,1,1.0644479,0.16546364,-0.15350682,0.55509377
Club,3,1661,0.0372657506606158,17,DSC01758-export.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01758-export.jpg,The diamonds playing card suit.,intermediate,17 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01758-export.jpg,17,3,2.7630439,0.45073235,0.20924126,0.34386763
